epoch,g_loss_baseline,val_g_loss_baseline,val_psnr_baseline,val_ssim_baseline,g_loss_vvc,val_g_loss_vvc,val_psnr_vvc,val_ssim_vvc
0.0,0.6190261244773865,,,,0.5758153796195984,,,
0.0,0.6190261244773865,,,,0.6200543642044067,,,
0.0,0.6190261244773865,,,,0.5744167566299438,,,
0.0,0.6190261244773865,,,,0.5483618974685669,,,
0.0,0.6190261244773865,,,,0.5094538331031799,,,
0.0,0.6190261244773865,,,,0.5678876042366028,,,
0.0,0.6190261244773865,,,,,0.503177285194397,23.24295234680176,0.2650115489959717
0.0,0.5467419624328613,,,,0.5758153796195984,,,
0.0,0.5467419624328613,,,,0.6200543642044067,,,
0.0,0.5467419624328613,,,,0.5744167566299438,,,
0.0,0.5467419624328613,,,,0.5483618974685669,,,
0.0,0.5467419624328613,,,,0.5094538331031799,,,
0.0,0.5467419624328613,,,,0.5678876042366028,,,
0.0,0.5467419624328613,,,,,0.503177285194397,23.24295234680176,0.2650115489959717
0.0,0.5538414716720581,,,,0.5758153796195984,,,
0.0,0.5538414716720581,,,,0.6200543642044067,,,
0.0,0.5538414716720581,,,,0.5744167566299438,,,
0.0,0.5538414716720581,,,,0.5483618974685669,,,
0.0,0.5538414716720581,,,,0.5094538331031799,,,
0.0,0.5538414716720581,,,,0.5678876042366028,,,
0.0,0.5538414716720581,,,,,0.503177285194397,23.24295234680176,0.2650115489959717
0.0,0.5387756824493408,,,,0.5758153796195984,,,
0.0,0.5387756824493408,,,,0.6200543642044067,,,
0.0,0.5387756824493408,,,,0.5744167566299438,,,
0.0,0.5387756824493408,,,,0.5483618974685669,,,
0.0,0.5387756824493408,,,,0.5094538331031799,,,
0.0,0.5387756824493408,,,,0.5678876042366028,,,
0.0,0.5387756824493408,,,,,0.503177285194397,23.24295234680176,0.2650115489959717
0.0,0.5223019123077393,,,,0.5758153796195984,,,
0.0,0.5223019123077393,,,,0.6200543642044067,,,
0.0,0.5223019123077393,,,,0.5744167566299438,,,
0.0,0.5223019123077393,,,,0.5483618974685669,,,
0.0,0.5223019123077393,,,,0.5094538331031799,,,
0.0,0.5223019123077393,,,,0.5678876042366028,,,
0.0,0.5223019123077393,,,,,0.503177285194397,23.24295234680176,0.2650115489959717
0.0,0.5085762739181519,,,,0.5758153796195984,,,
0.0,0.5085762739181519,,,,0.6200543642044067,,,
0.0,0.5085762739181519,,,,0.5744167566299438,,,
0.0,0.5085762739181519,,,,0.5483618974685669,,,
0.0,0.5085762739181519,,,,0.5094538331031799,,,
0.0,0.5085762739181519,,,,0.5678876042366028,,,
0.0,0.5085762739181519,,,,,0.503177285194397,23.24295234680176,0.2650115489959717
0.0,,0.5870458483695984,22.10836601257324,0.1501804441213607,0.5758153796195984,,,
0.0,,0.5870458483695984,22.10836601257324,0.1501804441213607,0.6200543642044067,,,
0.0,,0.5870458483695984,22.10836601257324,0.1501804441213607,0.5744167566299438,,,
0.0,,0.5870458483695984,22.10836601257324,0.1501804441213607,0.5483618974685669,,,
0.0,,0.5870458483695984,22.10836601257324,0.1501804441213607,0.5094538331031799,,,
0.0,,0.5870458483695984,22.10836601257324,0.1501804441213607,0.5678876042366028,,,
0.0,,0.5870458483695984,22.10836601257324,0.1501804441213607,,0.503177285194397,23.24295234680176,0.2650115489959717
2.0,0.503448486328125,,,,0.5014219880104065,,,
2.0,0.503448486328125,,,,0.3985895812511444,,,
2.0,0.503448486328125,,,,0.5257634520530701,,,
2.0,0.503448486328125,,,,0.4697332978248596,,,
2.0,0.503448486328125,,,,0.4314745664596557,,,
2.0,0.503448486328125,,,,0.4572606384754181,,,
2.0,0.503448486328125,,,,,0.3804234266281128,24.99944305419922,0.5706916451454163
2.0,0.4896968603134155,,,,0.5014219880104065,,,
2.0,0.4896968603134155,,,,0.3985895812511444,,,
2.0,0.4896968603134155,,,,0.5257634520530701,,,
2.0,0.4896968603134155,,,,0.4697332978248596,,,
2.0,0.4896968603134155,,,,0.4314745664596557,,,
2.0,0.4896968603134155,,,,0.4572606384754181,,,
2.0,0.4896968603134155,,,,,0.3804234266281128,24.99944305419922,0.5706916451454163
2.0,0.4616711139678955,,,,0.5014219880104065,,,
2.0,0.4616711139678955,,,,0.3985895812511444,,,
2.0,0.4616711139678955,,,,0.5257634520530701,,,
2.0,0.4616711139678955,,,,0.4697332978248596,,,
2.0,0.4616711139678955,,,,0.4314745664596557,,,
2.0,0.4616711139678955,,,,0.4572606384754181,,,
2.0,0.4616711139678955,,,,,0.3804234266281128,24.99944305419922,0.5706916451454163
2.0,0.4884369671344757,,,,0.5014219880104065,,,
2.0,0.4884369671344757,,,,0.3985895812511444,,,
2.0,0.4884369671344757,,,,0.5257634520530701,,,
2.0,0.4884369671344757,,,,0.4697332978248596,,,
2.0,0.4884369671344757,,,,0.4314745664596557,,,
2.0,0.4884369671344757,,,,0.4572606384754181,,,
2.0,0.4884369671344757,,,,,0.3804234266281128,24.99944305419922,0.5706916451454163
2.0,0.4738805890083313,,,,0.5014219880104065,,,
2.0,0.4738805890083313,,,,0.3985895812511444,,,
2.0,0.4738805890083313,,,,0.5257634520530701,,,
2.0,0.4738805890083313,,,,0.4697332978248596,,,
2.0,0.4738805890083313,,,,0.4314745664596557,,,
2.0,0.4738805890083313,,,,0.4572606384754181,,,
2.0,0.4738805890083313,,,,,0.3804234266281128,24.99944305419922,0.5706916451454163
2.0,0.4191161394119262,,,,0.5014219880104065,,,
2.0,0.4191161394119262,,,,0.3985895812511444,,,
2.0,0.4191161394119262,,,,0.5257634520530701,,,
2.0,0.4191161394119262,,,,0.4697332978248596,,,
2.0,0.4191161394119262,,,,0.4314745664596557,,,
2.0,0.4191161394119262,,,,0.4572606384754181,,,
2.0,0.4191161394119262,,,,,0.3804234266281128,24.99944305419922,0.5706916451454163
2.0,,0.5698038339614868,22.082576751708984,0.1744503676891327,0.5014219880104065,,,
2.0,,0.5698038339614868,22.082576751708984,0.1744503676891327,0.3985895812511444,,,
2.0,,0.5698038339614868,22.082576751708984,0.1744503676891327,0.5257634520530701,,,
2.0,,0.5698038339614868,22.082576751708984,0.1744503676891327,0.4697332978248596,,,
